age;race;marital-status;education;occupation;salary-class
50;White;Married-civ-spouse;HS-grad;Exec-managerial;>50K
37;White;Married-civ-spouse;Some-college;Tech-support;>50K
44;White;Divorced;Some-college;Machine-op-inspct;>50K
42;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
41;White;Married-civ-spouse;Assoc-acdm;Exec-managerial;>50K
67;White;Married-civ-spouse;Prof-school;Prof-specialty;>50K
33;Black;Divorced;Assoc-voc;Craft-repair;>50K
54;White;Married-civ-spouse;Bachelors;Sales;>50K
47;White;Married-civ-spouse;Some-college;Prof-specialty;>50K
52;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
37;White;Married-civ-spouse;Assoc-voc;Craft-repair;>50K
29;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
57;White;Married-civ-spouse;HS-grad;Sales;>50K
52;White;Married-civ-spouse;10th;Craft-repair;>50K
60;White;Never-married;7th-8th;Transport-moving;>50K
31;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
42;White;Married-civ-spouse;Prof-school;Prof-specialty;>50K
51;White;Married-civ-spouse;Masters;Craft-repair;>50K
46;White;Married-civ-spouse;Prof-school;Prof-specialty;>50K
34;White;Married-civ-spouse;HS-grad;Sales;>50K
33;White;Married-civ-spouse;Some-college;Exec-managerial;>50K
49;White;Married-civ-spouse;Bachelors;Sales;>50K
43;White;Married-civ-spouse;Some-college;Craft-repair;>50K
30;Black;Married-civ-spouse;Bachelors;Adm-clerical;>50K
33;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
52;White;Married-civ-spouse;Doctorate;Prof-specialty;>50K
36;White;Married-civ-spouse;Some-college;Sales;>50K
50;White;Separated;Doctorate;Prof-specialty;>50K
30;White;Married-civ-spouse;Bachelors;Tech-support;>50K
35;Asian-Pac-Islander;Married-civ-spouse;Doctorate;Prof-specialty;>50K
43;White;Married-civ-spouse;HS-grad;Machine-op-inspct;>50K
44;Black;Married-civ-spouse;12th;Handlers-cleaners;>50K
42;White;Divorced;Assoc-acdm;Prof-specialty;>50K
42;Black;Married-civ-spouse;HS-grad;Craft-repair;>50K
33;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
50;White;Married-civ-spouse;HS-grad;Sales;>50K
37;White;Married-civ-spouse;Assoc-voc;Craft-repair;>50K
34;White;Married-civ-spouse;HS-grad;Craft-repair;>50K
35;White;Never-married;Masters;Prof-specialty;>50K
31;White;Married-civ-spouse;Masters;Tech-support;>50K
46;White;Divorced;Doctorate;Prof-specialty;>50K
44;White;Divorced;Bachelors;Exec-managerial;>50K
34;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
50;White;Married-civ-spouse;HS-grad;Exec-managerial;>50K
42;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
42;White;Married-civ-spouse;Bachelors;Tech-support;>50K
42;White;Never-married;Masters;Exec-managerial;>50K
42;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
55;White;Married-civ-spouse;HS-grad;Transport-moving;>50K
29;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
54;White;Married-civ-spouse;HS-grad;Transport-moving;>50K
46;White;Married-civ-spouse;HS-grad;Adm-clerical;>50K
59;White;Married-civ-spouse;HS-grad;Adm-clerical;>50K
53;White;Married-civ-spouse;Doctorate;Exec-managerial;>50K
51;White;Never-married;Bachelors;Sales;>50K
37;White;Married-civ-spouse;Assoc-voc;Tech-support;>50K
43;White;Married-civ-spouse;Bachelors;Sales;>50K
40;White;Married-civ-spouse;Assoc-voc;Exec-managerial;>50K
40;Other;Never-married;Bachelors;Sales;>50K
48;White;Married-civ-spouse;Assoc-voc;Tech-support;>50K
60;White;Married-civ-spouse;HS-grad;Transport-moving;>50K
46;White;Never-married;Masters;Tech-support;>50K
43;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
32;White;Married-civ-spouse;HS-grad;Craft-repair;>50K
33;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
64;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
56;White;Married-civ-spouse;Some-college;Craft-repair;>50K
47;White;Married-civ-spouse;HS-grad;Transport-moving;>50K
57;White;Widowed;HS-grad;Transport-moving;>50K
53;White;Married-civ-spouse;Some-college;Adm-clerical;>50K
41;White;Divorced;Bachelors;Prof-specialty;>50K
51;White;Married-civ-spouse;Some-college;Prof-specialty;>50K
55;White;Married-civ-spouse;HS-grad;Craft-repair;>50K
37;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
61;White;Widowed;Masters;Prof-specialty;>50K
48;White;Divorced;Doctorate;Prof-specialty;>50K
59;White;Married-civ-spouse;HS-grad;Other-service;>50K
49;White;Never-married;Bachelors;Exec-managerial;>50K
39;White;Married-civ-spouse;Some-college;Farming-fishing;>50K
44;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
71;White;Married-civ-spouse;Masters;Sales;>50K
51;Asian-Pac-Islander;Married-civ-spouse;Bachelors;Sales;>50K
41;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
39;White;Married-civ-spouse;HS-grad;Transport-moving;>50K
32;White;Married-civ-spouse;Bachelors;Adm-clerical;>50K
38;White;Married-civ-spouse;Bachelors;Sales;>50K
37;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
42;White;Married-civ-spouse;Prof-school;Farming-fishing;>50K
30;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
39;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
67;Asian-Pac-Islander;Married-civ-spouse;HS-grad;Exec-managerial;>50K
51;White;Married-civ-spouse;Masters;Exec-managerial;>50K
37;White;Married-civ-spouse;11th;Machine-op-inspct;>50K
37;White;Married-civ-spouse;HS-grad;Craft-repair;>50K
41;White;Married-civ-spouse;Prof-school;Prof-specialty;>50K
31;White;Never-married;Bachelors;Sales;>50K
38;White;Married-civ-spouse;HS-grad;Exec-managerial;>50K
36;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
44;White;Married-civ-spouse;HS-grad;Prof-specialty;>50K
43;White;Married-civ-spouse;Masters;Exec-managerial;>50K
44;White;Married-civ-spouse;Some-college;Sales;>50K
33;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
42;White;Married-civ-spouse;Assoc-acdm;Exec-managerial;>50K
35;White;Married-civ-spouse;Some-college;Sales;>50K
48;Asian-Pac-Islander;Married-civ-spouse;Bachelors;Exec-managerial;>50K
34;White;Married-civ-spouse;HS-grad;Craft-repair;>50K
67;White;Widowed;Bachelors;Exec-managerial;>50K
40;White;Married-civ-spouse;Masters;Prof-specialty;>50K
45;White;Widowed;HS-grad;Protective-serv;>50K
47;White;Married-civ-spouse;HS-grad;Adm-clerical;>50K
56;White;Married-civ-spouse;HS-grad;Exec-managerial;>50K
48;White;Divorced;Bachelors;Exec-managerial;>50K
39;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
50;White;Married-civ-spouse;Doctorate;Prof-specialty;>50K
38;White;Married-civ-spouse;HS-grad;Prof-specialty;>50K
39;White;Married-civ-spouse;HS-grad;Exec-managerial;>50K
54;White;Married-civ-spouse;HS-grad;Craft-repair;>50K
50;White;Married-civ-spouse;HS-grad;Machine-op-inspct;>50K
42;White;Married-civ-spouse;Some-college;Prof-specialty;>50K
33;White;Married-civ-spouse;Assoc-voc;Tech-support;>50K
48;White;Married-civ-spouse;Masters;Prof-specialty;>50K
45;White;Married-civ-spouse;HS-grad;Exec-managerial;>50K
44;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
36;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
53;White;Married-civ-spouse;Bachelors;Sales;>50K
30;White;Married-civ-spouse;Bachelors;Adm-clerical;>50K
52;White;Married-civ-spouse;Some-college;Sales;>50K
49;White;Married-civ-spouse;Masters;Prof-specialty;>50K
45;White;Married-civ-spouse;HS-grad;Craft-repair;>50K
49;White;Married-civ-spouse;Some-college;Sales;>50K
35;White;Married-civ-spouse;Prof-school;Prof-specialty;>50K
38;White;Married-civ-spouse;HS-grad;Craft-repair;>50K
37;White;Married-civ-spouse;HS-grad;Craft-repair;>50K
48;White;Married-civ-spouse;Doctorate;Prof-specialty;>50K
43;White;Married-civ-spouse;Assoc-voc;Prof-specialty;>50K
41;White;Married-civ-spouse;Some-college;Protective-serv;>50K
42;White;Married-civ-spouse;Some-college;Exec-managerial;>50K
41;White;Married-civ-spouse;Assoc-acdm;Prof-specialty;>50K
44;White;Never-married;Bachelors;Sales;>50K
29;White;Married-civ-spouse;HS-grad;Sales;>50K
45;White;Married-civ-spouse;Bachelors;Machine-op-inspct;>50K
34;White;Married-civ-spouse;Assoc-acdm;Prof-specialty;>50K
41;White;Married-civ-spouse;Bachelors;Craft-repair;>50K
35;White;Married-civ-spouse;Masters;Sales;>50K
33;White;Married-civ-spouse;Bachelors;Sales;>50K
58;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
35;White;Married-civ-spouse;HS-grad;Transport-moving;>50K
31;White;Married-civ-spouse;Some-college;Exec-managerial;>50K
46;White;Married-civ-spouse;Masters;Exec-managerial;>50K
35;Black;Married-civ-spouse;HS-grad;Adm-clerical;>50K
33;White;Married-civ-spouse;Masters;Prof-specialty;>50K
61;White;Married-civ-spouse;HS-grad;Exec-managerial;>50K
50;White;Married-civ-spouse;HS-grad;Exec-managerial;>50K
46;White;Married-civ-spouse;HS-grad;Exec-managerial;>50K
28;White;Married-civ-spouse;Masters;Prof-specialty;>50K
33;White;Married-civ-spouse;Bachelors;Sales;>50K
54;White;Married-civ-spouse;Assoc-acdm;Tech-support;>50K
50;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
65;White;Married-civ-spouse;Bachelors;Adm-clerical;>50K
25;White;Married-civ-spouse;Masters;Farming-fishing;>50K
50;White;Married-civ-spouse;HS-grad;Prof-specialty;>50K
40;White;Divorced;Bachelors;Exec-managerial;>50K
48;White;Married-civ-spouse;Some-college;Craft-repair;>50K
45;Black;Married-civ-spouse;HS-grad;Adm-clerical;>50K
30;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
44;White;Never-married;Bachelors;Other-service;>50K
61;White;Married-civ-spouse;Masters;Sales;>50K
38;White;Married-civ-spouse;Bachelors;Sales;>50K
44;White;Married-civ-spouse;Some-college;Sales;>50K
54;White;Married-civ-spouse;Doctorate;Prof-specialty;>50K
48;Amer-Indian-Eskimo;Married-civ-spouse;Some-college;Craft-repair;>50K
38;White;Married-civ-spouse;Prof-school;Prof-specialty;>50K
45;White;Married-civ-spouse;HS-grad;Craft-repair;>50K
36;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
46;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
35;White;Never-married;Masters;Prof-specialty;>50K
65;White;Married-civ-spouse;HS-grad;Exec-managerial;>50K
54;White;Married-civ-spouse;Prof-school;Prof-specialty;>50K
51;White;Married-civ-spouse;Masters;Exec-managerial;>50K
57;White;Married-civ-spouse;HS-grad;Sales;>50K
43;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
53;White;Married-civ-spouse;HS-grad;Transport-moving;>50K
38;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
51;White;Married-civ-spouse;Bachelors;Adm-clerical;>50K
46;White;Married-civ-spouse;Bachelors;Sales;>50K
67;White;Married-civ-spouse;Bachelors;Protective-serv;>50K
42;Asian-Pac-Islander;Divorced;Assoc-acdm;Prof-specialty;>50K
50;White;Married-civ-spouse;HS-grad;Adm-clerical;>50K
47;White;Married-civ-spouse;Bachelors;Sales;>50K
58;White;Married-civ-spouse;Some-college;Transport-moving;>50K
37;White;Married-civ-spouse;Bachelors;Machine-op-inspct;>50K
49;White;Married-civ-spouse;HS-grad;Craft-repair;>50K
32;White;Married-civ-spouse;Some-college;Handlers-cleaners;>50K
35;White;Married-civ-spouse;Doctorate;Prof-specialty;>50K
41;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
48;White;Married-civ-spouse;Bachelors;Craft-repair;>50K
27;White;Never-married;HS-grad;Sales;>50K
55;White;Married-civ-spouse;Some-college;Transport-moving;>50K
39;White;Married-civ-spouse;HS-grad;Adm-clerical;>50K
52;Asian-Pac-Islander;Widowed;HS-grad;Other-service;>50K
51;White;Married-civ-spouse;Assoc-voc;Prof-specialty;>50K
40;White;Married-civ-spouse;HS-grad;Exec-managerial;>50K
61;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
34;White;Never-married;Some-college;Prof-specialty;>50K
32;White;Married-civ-spouse;Bachelors;Craft-repair;>50K
61;White;Married-civ-spouse;HS-grad;Farming-fishing;>50K
52;White;Married-civ-spouse;HS-grad;Craft-repair;>50K
52;Asian-Pac-Islander;Married-civ-spouse;HS-grad;Exec-managerial;>50K
65;White;Married-civ-spouse;Masters;Sales;>50K
40;White;Divorced;Some-college;Exec-managerial;>50K
42;White;Never-married;10th;Transport-moving;>50K
50;White;Married-civ-spouse;HS-grad;Transport-moving;>50K
24;White;Married-civ-spouse;HS-grad;Other-service;>50K
39;White;Married-civ-spouse;Assoc-acdm;Craft-repair;>50K
39;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
53;White;Married-civ-spouse;Some-college;Exec-managerial;>50K
31;Black;Married-civ-spouse;Bachelors;Sales;>50K
31;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
45;White;Married-civ-spouse;Bachelors;Farming-fishing;>50K
57;White;Married-civ-spouse;HS-grad;Transport-moving;>50K
32;White;Divorced;Assoc-voc;Sales;>50K
36;White;Married-civ-spouse;Assoc-acdm;Adm-clerical;>50K
47;White;Married-civ-spouse;HS-grad;Sales;>50K
36;White;Married-civ-spouse;HS-grad;Exec-managerial;>50K
56;White;Married-civ-spouse;HS-grad;Other-service;>50K
51;White;Married-civ-spouse;Some-college;Exec-managerial;>50K
44;White;Married-civ-spouse;Some-college;Exec-managerial;>50K
49;White;Married-civ-spouse;Masters;Exec-managerial;>50K
46;Black;Married-civ-spouse;HS-grad;Craft-repair;>50K
41;White;Married-civ-spouse;Prof-school;Prof-specialty;>50K
48;White;Married-civ-spouse;HS-grad;Exec-managerial;>50K
30;White;Never-married;Some-college;Craft-repair;>50K
39;White;Married-civ-spouse;HS-grad;Transport-moving;>50K
40;White;Married-civ-spouse;Assoc-acdm;Prof-specialty;>50K
61;White;Married-civ-spouse;Prof-school;Transport-moving;>50K
58;White;Married-civ-spouse;Assoc-voc;Craft-repair;>50K
53;White;Married-civ-spouse;HS-grad;Sales;>50K
43;Black;Married-civ-spouse;Bachelors;Prof-specialty;>50K
37;White;Divorced;Masters;Exec-managerial;>50K
45;White;Married-civ-spouse;HS-grad;Adm-clerical;>50K
53;White;Married-civ-spouse;HS-grad;Adm-clerical;>50K
28;White;Married-civ-spouse;11th;Craft-repair;>50K
32;White;Divorced;11th;Sales;>50K
36;White;Married-civ-spouse;Some-college;Exec-managerial;>50K
37;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
64;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
30;White;Married-civ-spouse;Assoc-voc;Prof-specialty;>50K
37;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
59;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
46;White;Married-civ-spouse;HS-grad;Adm-clerical;>50K
52;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
40;White;Married-civ-spouse;10th;Machine-op-inspct;>50K
48;White;Divorced;Masters;Exec-managerial;>50K
49;Black;Married-civ-spouse;10th;Transport-moving;>50K
41;White;Married-civ-spouse;Some-college;Craft-repair;>50K
44;White;Married-civ-spouse;Assoc-acdm;Craft-repair;>50K
26;White;Married-civ-spouse;HS-grad;Sales;>50K
39;White;Divorced;HS-grad;Adm-clerical;>50K
40;White;Married-civ-spouse;Some-college;Craft-repair;>50K
33;White;Never-married;HS-grad;Prof-specialty;>50K
57;Black;Married-civ-spouse;HS-grad;Machine-op-inspct;>50K
36;White;Married-civ-spouse;Assoc-acdm;Prof-specialty;>50K
45;White;Married-civ-spouse;Masters;Prof-specialty;>50K
54;White;Married-civ-spouse;HS-grad;Machine-op-inspct;>50K
60;White;Married-civ-spouse;HS-grad;Prof-specialty;>50K
46;White;Married-civ-spouse;Prof-school;Prof-specialty;>50K
48;White;Married-civ-spouse;Some-college;Sales;>50K
44;White;Married-civ-spouse;HS-grad;Exec-managerial;>50K
61;White;Married-civ-spouse;Prof-school;Prof-specialty;>50K
52;White;Married-civ-spouse;Bachelors;Sales;>50K
40;White;Married-civ-spouse;Assoc-acdm;Adm-clerical;>50K
57;White;Married-civ-spouse;Some-college;Exec-managerial;>50K
34;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
54;White;Married-civ-spouse;HS-grad;Machine-op-inspct;>50K
42;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
48;White;Married-civ-spouse;Masters;Prof-specialty;>50K
65;White;Married-civ-spouse;Masters;Prof-specialty;>50K
71;White;Married-civ-spouse;HS-grad;Adm-clerical;>50K
35;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
41;Black;Married-civ-spouse;HS-grad;Craft-repair;>50K
44;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
44;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
50;White;Married-civ-spouse;Some-college;Sales;>50K
46;White;Married-civ-spouse;Prof-school;Prof-specialty;>50K
44;White;Married-civ-spouse;Assoc-acdm;Sales;>50K
47;White;Married-civ-spouse;Assoc-acdm;Adm-clerical;>50K
43;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
37;White;Married-civ-spouse;HS-grad;Exec-managerial;>50K
37;White;Married-civ-spouse;HS-grad;Exec-managerial;>50K
44;White;Married-civ-spouse;Doctorate;Prof-specialty;>50K
53;White;Married-civ-spouse;HS-grad;Exec-managerial;>50K
51;Black;Married-civ-spouse;HS-grad;Machine-op-inspct;>50K
56;White;Married-civ-spouse;HS-grad;Craft-repair;>50K
43;White;Married-civ-spouse;Masters;Exec-managerial;>50K
38;White;Married-civ-spouse;Bachelors;Sales;>50K
41;Asian-Pac-Islander;Married-civ-spouse;Masters;Prof-specialty;>50K
35;White;Married-civ-spouse;Bachelors;Sales;>50K
38;White;Divorced;Bachelors;Sales;>50K
40;White;Married-civ-spouse;Some-college;Exec-managerial;>50K
55;White;Married-civ-spouse;HS-grad;Craft-repair;>50K
49;White;Married-civ-spouse;Masters;Prof-specialty;>50K
64;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
30;White;Married-civ-spouse;Bachelors;Adm-clerical;>50K
53;Black;Married-civ-spouse;HS-grad;Exec-managerial;>50K
42;White;Married-civ-spouse;Some-college;Prof-specialty;>50K
46;White;Divorced;Masters;Exec-managerial;>50K
49;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
26;White;Married-civ-spouse;Some-college;Tech-support;>50K
50;White;Married-civ-spouse;Some-college;Exec-managerial;>50K
51;White;Married-civ-spouse;Assoc-voc;Craft-repair;>50K
49;Black;Married-civ-spouse;HS-grad;Other-service;>50K
43;White;Married-civ-spouse;Some-college;Sales;>50K
38;White;Married-civ-spouse;Bachelors;Sales;>50K
39;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
42;White;Married-spouse-absent;Bachelors;Prof-specialty;>50K
35;White;Married-civ-spouse;Masters;Prof-specialty;>50K
39;Asian-Pac-Islander;Married-civ-spouse;Masters;Exec-managerial;>50K
33;White;Married-civ-spouse;HS-grad;Sales;>50K
50;White;Married-civ-spouse;HS-grad;Adm-clerical;>50K
38;Asian-Pac-Islander;Married-civ-spouse;Prof-school;Prof-specialty;>50K
35;White;Married-civ-spouse;Assoc-voc;Exec-managerial;>50K
51;White;Married-civ-spouse;Bachelors;Transport-moving;>50K
49;White;Married-civ-spouse;HS-grad;Sales;>50K
43;White;Married-civ-spouse;Bachelors;Adm-clerical;>50K
51;White;Married-civ-spouse;HS-grad;Transport-moving;>50K
51;White;Divorced;Bachelors;Exec-managerial;>50K
22;White;Never-married;HS-grad;Prof-specialty;>50K
32;White;Married-civ-spouse;HS-grad;Craft-repair;>50K
47;White;Married-civ-spouse;Assoc-acdm;Adm-clerical;>50K
61;White;Married-civ-spouse;Bachelors;Exec-managerial;>50K
38;Asian-Pac-Islander;Married-civ-spouse;HS-grad;Protective-serv;>50K
32;White;Married-civ-spouse;Bachelors;Prof-specialty;>50K
31;White;Married-civ-spouse;Some-college;Exec-managerial;>50K
63;Black;Married-civ-spouse;Some-college;Sales;>50K
44;White;Separated;Some-college;Exec-managerial;>50K
42;White;Married-civ-spouse;Bachelors;Tech-support;>50K
44;White;Married-civ-spouse;HS-grad;Prof-specialty;>50K
55;White;Married-civ-spouse;Some-college;Farming-fishing;>50K
34;White;Married-civ-spouse;Masters;Prof-specialty;>50K
42;White;Separated;Bachelors;Exec-managerial;>50K
39;White;Married-civ-spouse;Some-college;Craft-repair;>50K
44;White;Married-civ-spouse;HS-grad;Machine-op-inspct;>50K
42;White;Married-civ-spouse;Masters;Exec-managerial;>50K
38;Black;Married-civ-spouse;Masters;Craft-repair;>50K
